companyId,empCountryId,jobTitle,description,salary,employmentType,workSetting,publicationDate,closeDate,status
26,7,Data Engineer,Hello! We are really good company and want to hire you,124935,F,P,2020-08-23,2023-09-11,C
26,7,Data Engineer,Hello! We are really good company and want to hire you,76050,F,P,2020-12-19,2021-10-30,C
5,2,Data Scientist,Hello! We are really good company and want to hire you,224800,F,P,2020-01-09,2023-06-16,C
3,2,Data Scientist,Hello! We are really good company and want to hire you,131100,F,P,2020-06-14,2023-02-12,C
9,2,Data Scientist,Hello! We are really good company and want to hire you,258000,F,P,2020-01-25,2023-08-14,C
6,2,Data Scientist,Hello! We are really good company and want to hire you,171000,F,P,2020-10-29,2021-10-22,C
5,2,Data Engineer,Hello! We are really good company and want to hire you,196000,F,P,2020-09-17,2023-11-24,C
2,2,Data Engineer,Hello! We are really good company and want to hire you,121000,F,P,2020-09-29,2023-12-23,C
2,2,Data Engineer,Hello! We are really good company and want to hire you,195800,F,P,2020-05-01,2021-03-02,C
2,2,Data Engineer,Hello! We are really good company and want to hire you,171500,F,P,2020-11-25,2021-05-01,C
10,2,Data Modeler,Hello! We are really good company and want to hire you,166000,F,P,2020-12-19,2022-04-01,C
3,2,Data Modeler,Hello! We are really good company and want to hire you,73100,F,P,2020-07-11,2023-08-09,C
5,2,Data Scientist,Hello! We are really good company and want to hire you,220000,F,P,2020-12-24,2022-07-07,C
6,2,Data Scientist,Hello! We are really good company and want to hire you,160000,F,P,2020-01-16,2022-08-27,C
2,2,Data Scientist,Hello! We are really good company and want to hire you,85000,F,P,2020-11-19,2021-08-08,C
10,2,Data Scientist,Hello! We are really good company and want to hire you,65000,F,P,2020-01-21,2021-09-11,C
2,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,220000,F,P,2020-08-27,2024-01-17,C
4,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,100000,F,P,2020-11-08,2022-10-17,C
9,2,Data Scientist,Hello! We are really good company and want to hire you,185000,F,P,2020-04-12,2023-12-22,C
6,2,Data Scientist,Hello! We are really good company and want to hire you,152000,F,P,2020-09-14,2023-08-23,C
6,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,220000,F,P,2020-08-10,2021-08-14,C
10,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,100000,F,P,2020-12-18,2024-02-28,C
90,5,Data Scientist,Hello! We are really good company and want to hire you,48585,F,P,2020-06-12,2021-08-18,C
22,5,Data Scientist,Hello! We are really good company and want to hire you,38868,F,P,2020-10-12,2023-04-26,C
6,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,220000,F,P,2020-01-05,2023-07-30,C
10,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,100000,F,P,2020-04-25,2023-01-22,C
6,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,220000,F,P,2020-12-18,2021-06-06,C
3,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,100000,F,P,2020-02-19,2023-09-25,C
6,2,Research Engineer,Hello! We are really good company and want to hire you,220000,F,P,2020-02-13,2023-12-07,C
6,2,Research Engineer,Hello! We are really good company and want to hire you,100000,F,P,2020-02-18,2021-07-15,C
30,8,Data Analyst,Hello! We are really good company and want to hire you,110000,F,R,2020-10-04,2023-07-26,C
29,8,Data Analyst,Hello! We are really good company and want to hire you,80000,F,R,2020-09-09,2023-09-16,C
167,3,Data Analyst,Hello! We are really good company and want to hire you,36912,F,R,2020-02-28,2021-01-15,C
5,2,Data Scientist,Hello! We are really good company and want to hire you,150200,F,P,2020-05-31,2021-04-11,C
6,2,Data Scientist,Hello! We are really good company and want to hire you,71000,F,P,2020-03-03,2020-03-21,C
4,2,Data Engineer,Hello! We are really good company and want to hire you,167200,F,P,2020-08-22,2022-11-01,C
3,2,Data Engineer,Hello! We are really good company and want to hire you,121000,F,P,2020-03-03,2023-07-13,C
3,2,Data Engineer,Hello! We are really good company and want to hire you,133000,F,P,2020-10-19,2023-10-31,C
9,2,Data Engineer,Hello! We are really good company and want to hire you,58400,F,P,2020-02-10,2023-02-06,C
3,2,Data Scientist,Hello! We are really good company and want to hire you,135000,F,P,2020-08-28,2022-03-18,C
5,2,Data Scientist,Hello! We are really good company and want to hire you,110000,F,P,2020-04-03,2023-10-08,C
8,3,Data Product Owner,Hello! We are really good company and want to hire you,104584,F,P,2020-01-12,2022-12-21,C
17,3,Data Product Owner,Hello! We are really good company and want to hire you,73824,F,P,2020-05-10,2023-10-08,C
4,2,Data Scientist,Hello! We are really good company and want to hire you,187415,F,P,2020-10-01,2021-11-04,C
4,2,Data Scientist,Hello! We are really good company and want to hire you,114080,F,P,2020-01-27,2021-06-21,C
3,2,Data Scientist,Hello! We are really good company and want to hire you,187415,F,P,2020-07-30,2023-01-03,C
9,2,Data Scientist,Hello! We are really good company and want to hire you,114080,F,P,2020-07-04,2021-10-24,C
6,2,Data Engineer,Hello! We are really good company and want to hire you,166000,F,P,2020-10-29,2022-04-01,C
6,2,Data Engineer,Hello! We are really good company and want to hire you,73100,F,P,2020-02-07,2020-11-08,C
16,4,Machine Learning Engineer,Hello! We are really good company and want to hire you,306400,F,P,2020-05-23,2021-05-30,C
15,4,Machine Learning Engineer,Hello! We are really good company and want to hire you,168700,F,P,2020-11-17,2023-09-11,C
3,2,Data Scientist,Hello! We are really good company and want to hire you,187415,F,P,2020-04-14,2023-02-14,C
4,2,Data Scientist,Hello! We are really good company and want to hire you,114080,F,P,2020-12-09,2022-06-24,C
23,3,Data Analyst,Hello! We are really good company and want to hire you,32974,F,P,2020-05-19,2023-06-06,C
17,3,Data Analyst,Hello! We are really good company and want to hire you,32974,F,P,2020-10-04,2022-10-09,C
5,2,Data Analyst,Hello! We are really good company and want to hire you,165000,F,R,2020-07-07,2021-04-20,C
6,2,Data Analyst,Hello! We are really good company and want to hire you,140000,F,R,2020-04-22,2023-08-10,C
10,2,Analytics Engineer,Hello! We are really good company and want to hire you,150000,F,R,2020-03-14,2023-03-19,C
9,2,Data Analyst,Hello! We are really good company and want to hire you,167000,F,P,2020-07-11,2020-09-29,C
5,2,Data Analyst,Hello! We are really good company and want to hire you,121000,F,P,2020-12-04,2023-05-21,C
14,2,Business Intelligence Engineer,Hello! We are really good company and want to hire you,185000,F,P,2020-11-23,2022-12-26,C
13,2,Business Intelligence Engineer,Hello! We are really good company and want to hire you,79600,F,P,2020-07-23,2021-08-21,C
4,2,Data Scientist,Hello! We are really good company and want to hire you,190200,F,P,2020-04-18,2023-10-25,C
10,2,Data Scientist,Hello! We are really good company and want to hire you,95100,F,P,2020-03-11,2022-11-03,C
10,2,Data Analyst,Hello! We are really good company and want to hire you,133000,F,P,2020-01-22,2023-01-17,C
3,2,Data Analyst,Hello! We are really good company and want to hire you,58400,F,P,2020-11-07,2024-02-03,C
10,2,Data Engineer,Hello! We are really good company and want to hire you,90000,F,R,2020-06-25,2022-06-09,C
5,2,Data Engineer,Hello! We are really good company and want to hire you,70000,F,R,2020-04-02,2022-08-10,C
9,2,Data Scientist,Hello! We are really good company and want to hire you,166000,F,P,2020-04-11,2022-10-22,C
5,2,Data Scientist,Hello! We are really good company and want to hire you,73100,F,P,2020-08-30,2023-06-20,C
6,2,Data Engineer,Hello! We are really good company and want to hire you,135000,F,P,2020-12-30,2021-06-07,C
4,2,Data Engineer,Hello! We are really good company and want to hire you,100000,F,P,2020-01-25,2022-03-09,C
18,3,Data Engineer,Hello! We are really good company and want to hire you,180514,F,R,2020-05-09,2023-07-22,C
7,3,Data Engineer,Hello! We are really good company and want to hire you,108308,F,R,2020-10-09,2021-03-11,C
2,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,294000,F,P,2020-09-16,2022-08-23,C
2,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,192000,F,P,2020-12-03,2021-11-23,C
9,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,266000,F,P,2020-07-20,2021-12-03,C
10,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,167000,F,P,2020-06-09,2020-10-15,C
5,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,200000,F,R,2020-03-15,2023-02-18,C
3,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,150000,F,R,2020-06-02,2022-03-15,C
2,2,Data Analyst,Hello! We are really good company and want to hire you,163800,F,R,2020-10-08,2022-06-15,C
10,2,Data Analyst,Hello! We are really good company and want to hire you,88200,F,R,2020-11-24,2022-09-16,C
3,2,Data Analyst,Hello! We are really good company and want to hire you,180400,F,P,2020-10-15,2021-06-12,C
4,2,Data Analyst,Hello! We are really good company and want to hire you,138800,F,P,2020-09-12,2023-01-15,C
17,3,Data Analyst,Hello! We are really good company and want to hire you,67672,F,P,2020-01-21,2021-10-27,C
17,3,Data Analyst,Hello! We are really good company and want to hire you,55368,F,P,2020-05-15,2021-12-13,C
3,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,319000,F,R,2020-08-07,2021-09-01,C
9,2,Machine Learning Engineer,Hello! We are really good company and want to hire you,206000,F,R,2020-03-03,2022-11-20,C
4,2,Data Scientist,Hello! We are really good company and want to hire you,215000,F,P,2020-10-30,2022-04-29,C
6,2,Data Scientist,Hello! We are really good company and want to hire you,142000,F,P,2020-08-30,2023-09-08,C
10,2,Data Scientist,Hello! We are really good company and want to hire you,266000,F,P,2020-09-01,2021-06-05,C
5,2,Data Scientist,Hello! We are really good company and want to hire you,167000,F,P,2020-08-18,2022-08-15,C
10,2,Data Analyst,Hello! We are really good company and want to hire you,140130,F,P,2020-05-03,2023-08-21,C
2,2,Data Analyst,Hello! We are really good company and want to hire you,84870,F,P,2020-05-22,2021-06-01,C
6,2,Data Engineer,Hello! We are really good company and want to hire you,178300,F,P,2020-09-27,2021-05-01,C
5,2,Data Engineer,Hello! We are really good company and want to hire you,105400,F,P,2020-08-16,2021-03-03,C
